index,product,category,sub_category,brand,sale_price,market_price,type,rating,description
5319,Total Care Baby Pants Diapers - L,Baby Care,Diapers & Wipes,Himalaya,1065.0,1200.0,Diapers,1.0,Powered by natural anti-rash shield: Indian Aloe and Yashad Bhasma (Zinc Oxide) (that prevent the risk of diaper rash) Soft easy-to-fit design offer care and comfort to your baby. silky soft inner layer for soft & sensitive skin Breathable fabric ensures proper air circulation and leakproof soft elastic edges prevent leakage. Superabsorbent polymer (SAP) layer: Rapidly absorbs multiple wettings and provides maximum protection from dampness. Wetness indicator: Turns green to show when the baby wets the diaper. Keeps skin dry so that baby gets an undisturbed and restful sleep.
5414,Smart Baby Diaper Pants - Medium,Baby Care,Diapers & Wipes,Bebe,1049.0,1049.0,Diapers,,Bebe baby-dry pants style diapers providing your baby with the comfort of dryness overnight. It comes with a magic gel that locks wetness away for up to 12 hours of dryness. The new & improved product design enables a comfortable fit and comes equipped with a flexible waist-band that adapts to baby's movements for a comfortable fit. It helps protect your baby's delicate skin from diaper rash and irritation. It also comes equipped with a top layer with cotton-like soft material for a comfortable nights sleep.
5664,Premium Care Medium Diapers - Super Value Pack,Baby Care,Diapers & Wipes,Pampers ,2375.28,3299.0,Diapers,4.7,"New Pampers Premium Pants with cotton-like soft materials is best for your baby’s delicate skin. Pampers Premium Pants contain lotion with Aloe Vera and 3 Air Channels which helps your baby’s skin breathe. Experience 5 Star comfort with unique added features like Wetness Indicator which turns Yellow to Blue indication when you may change and Disposal Tape which helps you in easy disposal of the diaper. Pampers is the No. 1 choice of Doctors for diapers. Pampers Premium Pants are available in New-born (NB), S, M, L, XL and XXL sizes."
5831,Dry Pants Diapers - Medium,Baby Care,Diapers & Wipes,Huggies,319.33,349.0,Diapers,4.5,"Your baby spends a good part of their day in a diaper. Therefore, choosing the right diaper for their tender and delicate skin is extremely important. And this is where, we introduce our next-generation product, India’s 1st diaper pants with the unique Bubble-Bed technology. There are 3 areas where a diaper surrounds the baby’s skin, the baby’s bottom, the baby’s waist, and the baby’s thigh. The skin of the baby in all these areas is extremely delicate and sensitive. The next generation Bubble wala Huggies has 3 unique features which provide our best care & comfort in all these 3 areas.This next-generation diaper pant is lined with the super-soft 3-D Bubble-Bed in the inside layer of the diaper. This is so soft & fluffy that it feels like a bed against your baby’s bottom, keeping it extremely comfortable. Moreover, it absorbs the wetness and spreads it out evenly, keeping your little one's bottom dry."
5869,Premium Care Large - 30 Diaper Pants,Baby Care,Diapers & Wipes,Pampers ,512.71,649.0,Diapers,4.4,"New Pampers Premium Pants with cotton-like soft materials is best for the delicate skin of the baby. Pampers Premium Pants contain lotion with Aloe Vera and 3 Air Channels which helps the skin breathe. Experience 5 Star comfort with unique added features like Wetness Indicator which turns Yellow to Blue indication when you may change and Disposal Tape which helps you in the easy disposal of the diaper. Pampers is the No. 1 choice of diapers as rated by Doctors. Pampers Premium Pants are available in New-born (NB), S, M, L, XL and XXL sizes."
5916,Wonder Pants Xtra Large - 90 Diapers,Baby Care,Diapers & Wipes,Huggies,1463.09,1599.0,Diapers,4.4,"Nothing can be more important than the comfort & well-being of your baby. Our flagship diaper pants, Huggies Wonder Pants, have been carefully designed to protect your precious bundle of joy. Cushiony Cotton Soft Material all round keeps your baby’s precious skin perfect. Outstanding AbsorptionuUp to 12 hours wraps your baby in a world of comfort. Advanced Dry Touch Sheet keeps your baby dry all night long."
5975,Wonder Pants Xtra Small - 24 Diapers,Baby Care,Diapers & Wipes,Huggies,192.15,210.0,Diapers,4.2,"Nothing can be more important than the comfort & well-being of your baby. This flagship diaper pants, Huggies Wonder Pants, have been carefully designed to protect your precious bundle of joy. It has cushiony cotton soft material all round to keep the precious skin of your baby perfect. It has outstanding absorption up to 12 hours which wraps your baby in a world of comfort. It has advanced dry touch sheet to keep your baby dry all night long."
6419,Active Baby Large - 50 Diaper Pants,Baby Care,Diapers & Wipes,Pampers ,1077.02,1099.0,Diapers,4.3,"Pampers Active Baby Diapers have been designed to enhance your baby's comfort while they are busy in their daily activities. New Pampers with magic gel can absorb quicker and hence keep the skin dry for up to 10 hours. So your baby's skin will be dry throughout the night and give him a peaceful, undisturbed golden sleep. It has a lotion with aloe vera extract to protect baby's skin."
6537,"New Diapers Pants, Large",Baby Care,Diapers & Wipes,Pampers ,391.02,399.0,Diapers,4.6,"Pampers dry, pants style diapers are the only pants in India with new air channels that provide your baby with breathable dryness overnight. It contains a magic gel that locks wetness away for up to 12 hours and the new and improved design enables a comfortable fit, closer to the baby's body. The diaper pants have a flexible waistband that adapts to the baby's movements for a comfortable fit, while the baby lotion with aloe vera helps protect your baby's delicate skin from diaper rash and irritation. The diaper pants top layer is made of a cotton-like soft material, for a comfortable night sleep, while the exterior has fun graphics, designs and characters on it."
6724,Splashers Xtra Large - 10 Disposable Swim Diaper Pants,Baby Care,Diapers & Wipes,Pampers ,999.0,999.0,Diapers,,"Your baby is free to make a splash in Pampers Splashers disposable swim diapers! Pampers Splashers don't swell in water like regular diapers, giving your baby a comfortable fit when wet or dry. For secure protection in the water, Splashers Dual-Leak Guard Barriers fit snugly around your baby's legs to help contain messes, making them perfect for the pool, beach, splash park, and more. Only Pampers Splashers are designed with a 360 Degree, all-around stretchy waistband that fits like swimwear and easily pulls on and off even when wet. Plus, Splashers are equipped with Easy-Tear Sides for quick disposal with less mess, and our adorable, swim-inspired, all-over graphics look like real swimwear. Pampers Splashers make a day at the pool even more fun."
6752,"Reusable Fabric Diaper - Medium, Blue",Baby Care,Diapers & Wipes,Paw Paw,269.0,269.0,Diapers,5.0,"India's no.1 reusable diaper, Paw Paw Fabric Diaper is highly absorbant, less susceptible to skin rashes & skin allergies, unlike disposable diapers. The reusable diaper is an eco-friendly diapering option that helps to reduce disposable waste in our landfills. It has a reusable printed outer shell and super-absorbent reusable insert pad. It is very gentle for your little one's skin."
6757,Wonder Pants Large - 99 Diapers,Baby Care,Diapers & Wipes,Huggies,1463.09,1599.0,Diapers,5.0,"Nothing can be more important than the comfort & well-being of your baby. Our flagship diaper pants, Huggies Wonder Pants, have been carefully designed to protect your precious bundle of joy. Cushiony Cotton Soft Material all round keeps your baby’s precious skin perfect. Outstanding Absorption up to 12 hours wraps your baby in a world of comfort. Advanced Dry Touch Sheet keeps your baby dry all night long."
6790,Wonder Dry Pants - Double Extra Large Size Diapers,Baby Care,Diapers & Wipes,Huggies,913.17,998.0,Diapers,3.3,"Your baby spends a good part of their day in a diaper. Therefore, choosing the right diaper for their tender and delicate skin is extremely important. And this is where, we introduce our next-generation product, India’s 1st diaper pants with the unique Bubble-Bed technology. There are 3 areas where a diaper surrounds the baby’s skin – the baby’s bottom, the baby’s waist, and the baby’s thigh. The skin of the baby in all these areas is extremely delicate and sensitive. The 3-D Bubble-BedTM in the inside layer of the diaper is super fluffy and provides cotton-like softness to the baby’s skin."
6885,"Reusable Fabric Diaper - XL, Pink",Baby Care,Diapers & Wipes,Paw Paw,319.0,319.0,Diapers,2.8,"India's no.1 reusable diaper, Paw Paw Fabric Diaper is highly absorbant, less susceptible to skin rashes & skin allergies, unlike disposable diapers. The reusable diaper is an eco-friendly diapering option that helps to reduce disposable waste in our landfills. It has a reusable printed outer shell and super-absorbent reusable insert pad. It is very gentle for your little one's skin."
6960,"Wonder Diaper Pants - Large, 9-14 Kg",Baby Care,Diapers & Wipes,Huggies,1548.36,2298.0,Diapers,4.0,"Huggies knows that nothing is more important than the comfort and well-being of your little baby. Choosing the best diaper for your baby is an important step in ensuring the comfort of your little one during the day as well as overnight. That is why we have lovingly designed Huggies Wonder Pants for the all-round comfort of your little one. These diaper pants keep your baby comfortable in the day and help them sleep peacefully at night without any wetness irritating their skin. Their cottony-soft material is gentle on their bum keeping their precious skin perfect. And their revolutionary Dry Touch Sheet pulls the wetness away from the skin of your baby keeping it dry and hygienic for up to 12 hours. If you are looking for safe and gentle care for your little one, stock up your diaper bags and changing tables with Huggies Wonder Pants."
7047,Bella Baby Happy Tissues - Mini,Baby Care,Diapers & Wipes,Bella,88.0,88.0,Baby Wipes,4.5,Bella No1 is the European brand of premium quality tissue and paper products manufactured according to the highest standards to ensure the best quality and unusual softness.
7248,Premium Care X-Large Diapers - Super Value Pack,Baby Care,Diapers & Wipes,Pampers ,2375.28,3299.0,Diapers,3.2,"New Pampers Premium Pants with cotton-like soft materials is best for your baby’s delicate skin. Pampers Premium Pants contain lotion with Aloe Vera and 3 Air Channels which helps your baby’s skin breathe. Experience 5 Star comfort with unique added features like Wetness Indicator which turns Yellow to Blue indication when you may change and Disposal Tape which helps you in easy disposal of the diaper. Pampers is the No. 1 choice of Doctors for diapers. Pampers Premium Pants are available in New-born (NB), S, M, L, XL and XXL sizes."
7251,"Premium Soft Diaper Pants - Extra Large, Monthly Pack",Baby Care,Diapers & Wipes,Huggies,2183.09,2399.0,Diapers,,"Our softest for your softest. Introducing the premium soft pants with the breakthrough silky cocoon design from Huggies. Huggies premium soft pants diapers with silly cocoon silken outer cover - provides luxurious, silky softness and a wetness indicator."
7276,Diaper Pants Super Value Box - Medium,Baby Care,Diapers & Wipes,Pampers ,2087.28,2899.0,Diapers,4.2,"Pampers baby-dry pants style diapers are the only pants in India with new Air Channels providing your baby with a new type of dryness overnight; breathable dryness. Magic Gel that locks wetness away for up to 12 hours of dryness. The new and improved product design enables a comfortable fit, closer to the baby’s body. Flexible waistband that adapts to baby’s movements for a comfortable fit. Baby lotion with Aloe Vera helps protect your baby’s delicate skin from diaper rash and irritation. A top layer with cotton-like soft material, for a comfortable night’s sleep. Fun exterior graphics; fun designs and characters to enjoy with your baby."
7506,Premium Soft Diaper Pants - Medium Size,Baby Care,Diapers & Wipes,Huggies,2160.36,2398.0,Diapers,4.0,"Our softest for your softest. Introducing the Premium Soft Pants with the breakthrough Silky Cocoon design from Huggies. Its Cushion Waistband ensures a gentle, comfortable fit that helps prevent red marks and Silken Outer Cover Provides luxurious, silky softness. Your baby spends a good part of their day in a diaper. Therefore, choosing the right diaper for their tender and delicate skin is extremely important. And this is where, Huggies introduce the next generation product, India’s 1st diaper pants with the unique Bubble-Bed technology. This is so soft & fluffy that it feels like a bed against your baby’s bottom, keeping it extremely comfortable. Moreover, it absorbs the wetness and spreads it out evenly, keeping your little one's bottom dry."
7528,"Adult Diapers - Super Breathable, Medium",Baby Care,Diapers & Wipes,Seni,750.0,750.0,Diapers,,"Seni is the European brand of superior quality absorbent products and skincare solutions that won the trust of millions of incontinent patients as well as caregivers worldwide. Profound knowledge and a wealth of experience ensure maximum comfort of use and specialist protection against skin disorders such as bedsores. The essential feature of Seni products is Air breathability. Free air circulation significantly lowers the risk of chafes, skin irritations and bedsores prone to develop especially in bedridden patients. Breathable products are absolutely necessary to ensure proper air ventilation, avoid certain skin disorders and keep the skin in good condition. 

Imported from Europe.
Breathable all-in-one diapers Super Seni Plus with increased absorbency are recommended especially for the day - time for bedridden patients with moderate, heavy and very heavy incontinence.
The essential feature of Seni products is Air breathability. Free air circulation significantly lowers the risk of chafes, skin irritations and bedsores prone to develop especially in bedridden patients. Breathable products are absolutely necessary to ensure proper air ventilation, avoid certain skin disorders and keep the skin in good condition."
7876,Diaper Pants - X-Large,Baby Care,Diapers & Wipes,Pampers ,552.21,699.0,Diapers,4.4,"Pampers baby diaper pants are the only pants in India with new air channels providing your baby with a new type of dryness overnight; breathable dryness. Magic Gel that locks the wetness away for up to 12 hours of dryness. The new and improved product design enables a comfortable fit, closer to the baby's body. A flexible waistband that adapts to the baby's movements for a comfortable fit. Baby lotion with aloe vera helps protect your baby's delicate skin from diaper rash and irritation. A top layer with the cotton-like soft material, for a comfortable nights sleep. Fun exterior graphics; fun designs and characters to enjoy with your baby."
8214,Standard Xtra Large - 26 Diaper Pants,Baby Care,Diapers & Wipes,Mamypoko,399.0,399.0,Diapers,4.1,"MamyPoko Pants is a pant style diaper that can be used most comfortably for the baby at night. These easy to pull up pants gives 10 hrs leakage protection, therefore, your baby can sleep soundly all night and wake up with a big smile in the morning."
8406,Diaper Pants Super Value Box - Extra Large,Baby Care,Diapers & Wipes,Pampers ,1943.28,2699.0,Diapers,4.0,"Pampers baby-dry pants style diapers are the only pants in India with new Air Channels providing your baby with a new type of dryness overnight; breathable dryness. Magic Gel that locks wetness away for up to 12 hours of dryness. The new and improved product design enables a comfortable fit, closer to the baby’s body. Flexible waistband that adapts to baby’s movements for a comfortable fit. Baby lotion with Aloe Vera helps protect your baby’s delicate skin from diaper rash and irritation. A top layer with cotton-like soft material, for a comfortable night’s sleep. Fun exterior graphics; fun designs and characters to enjoy with your baby."
8658,Baby Happy Two-Layer Universal Tissues,Baby Care,Diapers & Wipes,Bella,417.0,417.0,Baby Wipes,,Bella No1 is the European brand of premium quality tissue and paper products manufactured according to the highest standards to ensure the best quality and unusual softness.
8677,"Total Care Baby Pants - Medium, 9S",Baby Care,Diapers & Wipes,Himalaya,130.0,130.0,Diapers,5.0,"Powered by a natural anti-rash shield, Indian Aloe and Yashad Bhasma (Zinc Oxide, that prevents the risk of diaper rash), it is soft and has an easy-to-fit design. It offers care and comfort to your baby; silky soft inner layer for soft & sensitive skin.Breathable fabric ensures proper air circulation and leakproof soft elastic edges prevent leakage. Super Absorbent Polymer (SAP) layer rapidly absorbs multiple wettings and provides maximum protection from dampness. Wetness indicator turns green to show when baby wets the diaper keeps skin dry so that baby gets an undisturbed and restful sleep."
8751,Extra Absorb Monthly Box Large - 96 Diaper Pants,Baby Care,Diapers & Wipes,Mamypoko,975.0,1499.0,Diapers,4.3,"MamyPoko Pants Extra Absorb diapers with crisscross absorbent sheet absorbs 7 glasses of urine and spreads it equally, so there is no fear of heaviness. Its stretchable thigh support prevents gaps between diaper and baby's thigh, hence prevents leakage."
8877,Premium Care New Baby - 24 Diapers,Baby Care,Diapers & Wipes,Pampers ,275.0,299.0,Diapers,3.9,"These premium care pants are cotton-like soft and have revolutionary S curve which protects your baby's delicate skin from rash and redness. Compared to ordinary Pants, these Pants have unique features like all-around softness, breathable materials for best skin comfort, wetness indicator to tell you when to change, disposal tape for easy disposal and magic gel which keeps your baby dry for up to 12 hours."
8992,Splashers Large - 11 Disposable Swim Diaper Pants,Baby Care,Diapers & Wipes,Pampers ,999.0,999.0,Diapers,3.0,"Your baby is free to make a splash in Pampers Splashers disposable swim diapers! Pampers Splashers don't swell in water like regular diapers, giving your baby a comfortable fit when wet or dry. For secure protection in the water, Splashers Dual-Leak Guard Barriers fit snugly around your baby's legs to help contain messes, making them perfect for the pool, beach, splash park, and more. Only Pampers Splashers are designed with a 360 Degree, all-around stretchy waistband that fits like swimwear and easily pulls on and off even when wet. Plus, Splashers are equipped with Easy-Tear Sides for quick disposal with less mess, and our adorable, swim-inspired, all-over graphics look like real swimwear. Pampers Splashers make a day at the pool even more fun."
9013,Baby Dry Medium (6-11 kg) - 66 Diapers,Baby Care,Diapers & Wipes,Pampers ,828.71,1049.0,Diapers,4.0,"Let your baby's skin breathe easy with the airy, soft comfort offered by the Pampers diapers. These tape-styles Pamper diapers are easy to put on your baby and change, which comes as a great help to mothers. These comfort fitting diapers with stretchable sides are best for your baby's rest and playtime Offering complete care and protection, these baby diaper will help keep your baby smiling and comfortable at all times. With Magic gel layer, these baby diaper offers overnight dryness and protects your baby's delicate skin from the rash."
9084,"New Diapers Pants, Large",Baby Care,Diapers & Wipes,Pampers ,195.02,199.0,Diapers,3.8,"Pampers dry, pants style diapers are the only pants in India with new air channels that provide your baby with breathable dryness overnight. It contains a magic gel that locks wetness away for up to 12 hours and the new and improved design enables a comfortable fit, closer to the baby's body. The diaper pants have a flexible waistband that adapts to the baby's movements for a comfortable fit, while the baby lotion with aloe vera helps protect your baby's delicate skin from diaper rash and irritation. The diaper pants top layer is made of a cotton-like soft material, for a comfortable night sleep, while the exterior has fun graphics, designs and characters on it."
9106,Wonder Pants - Extra Small Size,Baby Care,Diapers & Wipes,Huggies,1051.34,1149.0,Diapers,4.6,"Your baby spends a good part of their day in a diaper. Therefore, choosing the right diaper for their tender and delicate skin is extremely important. And this is where, we introduce our next-generation product, India’s 1st diaper pants with the unique Bubble-Bed technology. There are 3 areas where a diaper surrounds the baby’s skin – the baby’s bottom, the baby’s waist, and the baby’s thigh. The skin of the baby in all these areas is extremely delicate and sensitive. The 3-D Bubble-BedTM in the inside layer of the diaper is super fluffy and provides cotton-like softness to the baby’s skin."
9159,Nature Care Diaper Pants - Small Size,Baby Care,Diapers & Wipes,Huggies,1091.09,1199.0,Diapers,,"Nature's gentle protection for your baby's delicate skin. Presenting the new Huggies Nature Care Diaper Pants. Made with organic cotton and a pH balanced liner, it's the ideal pant-style diaper for your little one's delicate skin. With no added parabens, latex & chlorine it gently protects your baby's skin. It's more than a diaper pant, it's a hug from Nature. Made with organic cotton and a pH balanced liner with no added parabens, latex & chlorine with the wetness indicator."
9224,Baby Happy Xtra Small - 24 Diapers,Baby Care,Diapers & Wipes,Bella,313.0,319.0,Diapers,3.9,"Bella Baby Happy is the European brand of premium Baby diapers, IMPORTED FROM EUROPE. The unique construction of Extra Small Happy Diapers with a special umbilical cord cutting is designed for newborn babies. Free airflow facilitates healing and minimises the risk of irritation in the sensitive Baby's navel area. Happy diapers are featured with cutting - edge DIAPER RASH FREE SYSTEM - a complex of unique features that keep your Baby's skin healthy. Happy diapers prevent the appearance of rashes irritations, allergies and reddening. AIR CIRCULATION - special outer cover allows full air circulation that keeps the right temperature inside a diaper, lets the vapour go through and keeps your Baby's skin dry, fresh and healthy. GREEN TEA EXTRACT - green tea extract has antibacterial & anti-inflammatory properties and it neutralizes the unpleasant smell. SKIN FRIENDLY TECHNOLOGY - latex and chlorine-free components minimise the risk of rashes and allergic reactions. MAGIC GEL - magic pearls transform the liquid into gel and isolate wetness from Baby's bottom. Fast absorption effectively protects against leakages and ensures maximum dryness. Gentle gathers on both sides of a diaper hold the moisture inside and prevent leakages. Elastic tapes guarantee freedom of movement with no pressure on Baby's delicate skin. Symmetrical pictures in front of a diaper enable proper fastening. Wetness indicator informs when a diaper should be changed"
9373,Active Baby Small (3-8 kg) - 46 Diapers,Baby Care,Diapers & Wipes,Pampers ,759.5,775.0,Diapers,4.6,"5 Star Skin Protection- The Best tape style diapers from Pampers, with an outer layer of cotton-like softness, this baby diaper provides intense care to your baby's sensitive skin and protects it effectively from friction rash and redness. These soft and comfort fitting diapers with stretchable sides are best for your baby's rest and playtime. The diapers fastening tape sticks multiple times thus ensuring it stays in place even after you fasten it after checking your baby's diaper. Protection and nourishment of your baby's skin are taken care of with extracts of moisturising Aloe Vera lotion, characteristic of these best baby diapers. These diapers are ultra-thin, thanks to the absorbent gel material (AGM), commonly known as Magic Gel. This magic gel core of Pampers diapers is highly effective in absorbing frequent wetness. Naturally, your baby's skin remains dry for upto12 hours, now no more frequent diaper changing or blow leaks for your little angel."
9761,Dry Pants Diapers - Small,Baby Care,Diapers & Wipes,Huggies,252.0,349.0,Diapers,4.5,"Your baby spends a good part of their day in a diaper. Therefore, choosing the right diaper for their tender and delicate skin is extremely important. And this is where, we introduce our next-generation product, India’s 1st diaper pants with the unique Bubble-Bed technology. There are 3 areas where a diaper surrounds the baby’s skin, the baby’s bottom, the baby’s waist, and the baby’s thigh. The skin of the baby in all these areas is extremely delicate and sensitive. The next generation Bubble wala Huggies has 3 unique features which provide our best care & comfort in all these 3 areas.This next-generation diaper pant is lined with the super-soft 3-D Bubble-Bed in the inside layer of the diaper. This is so soft & fluffy that it feels like a bed against your baby’s bottom, keeping it extremely comfortable. Moreover, it absorbs the wetness and spreads it out evenly, keeping your little one's bottom dry."
9811,Premium Care Xtra Large - 14 Diaper Pants,Baby Care,Diapers & Wipes,Pampers ,391.02,399.0,Diapers,4.5,"New Pampers Premium Pants with cotton like soft material is best for your babys delicate skin. Pampers Premium Pants contain lotion with Aloe Vera and 3 Air Channels which helps your babys skin to breathe. Experience 5-star comfort with unique added features like Wetness Indicator which turns yellow to blue in colour indicating when you may change and a Disposal Tape helps you in easy disposal of the diaper. Pampers is the No. 1 choice of doctors for diapers. Pampers Premium Pants are available in various sizes, namely, New Born (NB), S, M, L, XL and XXL sizes."
9820,"Pants - Extra Absorb Diaper For New Born, NB - 1 Size",Baby Care,Diapers & Wipes,Mamypoko,299.0,299.0,Diapers,4.6,These pant style diapers can be worn easily by just pulling up and its soft elastic is gentle on your newborn baby's sensitive skin. It has a special cut in the front so that diaper does not cover the umbilical cord of your newborn so it stays protected.This diaper pant is suitable for newborn babies of up to 5 kg.
9928,"Pants Extra Absorb Diaper For New Born - Up to 5 Kg, NB-1",Baby Care,Diapers & Wipes,Mamypoko,700.0,999.0,Diapers,4.2,"MamyPoko Pants Extra Absorb with a crisscross absorbent sheet which absorbs 7 glasses of urine and spreads it equally, so there's no fear of heaviness. Its stretchable thigh support prevents gaps between diaper and baby's thigh, hence prevents leakage. Diaper does not get heavy because urine does not get collected at one place because of its crisscross absorbent sheet. Its breathable cotton-like cover prevents stuffiness even when used for long hours. It comes with Cute Poko Chan Designs. It is easy to wear."
9957,Baby Happy Wet Wipes - Milk & Honey,Baby Care,Diapers & Wipes,Bella,189.0,189.0,Baby Wipes,5.0,"Bella Baby Happy is the European brand of premium Baby products. Bella Baby Happy Wet Wipes with Milk and Honey Extract that moisturise the skin and soothe redness. Neutral pH leaves natural protective skin barrier intact. Recommended for babies and children daily hygiene. Enriched with natural milk proteins that thoroughly clean and moisturise delicate babys skin. Enriched with honey extract that soothes redness and prevents from skin irritations. Bella Baby Happy wet wipes have a neutral 5.5 pH, so the natural protective barrier of the skin remains intact. Can be used on the babys or childs whole body. Do not contain soap, Parabens - free, Alcohol - free. Ensure delicate and effective cleansing. IMPORTED FROM EUROPE."
9977,"Premium Soft Diaper Pants - Small, Monthly Pack",Baby Care,Diapers & Wipes,Huggies,2183.09,2399.0,Diapers,,"Our softest for your softest. Introducing the Premium Soft Pants with the breakthrough Silky Cocoon design from Huggies. Its Cushion Waistband ensures a gentle, comfortable fit that helps prevent red marks and Silken Outer Cover Provides luxurious, silky softness. Your baby spends a good part of their day in a diaper. Therefore, choosing the right diaper for their tender and delicate skin is extremely important. And this is where, Huggies introduce the next generation product, India’s 1st diaper pants with the unique Bubble-Bed technology. This is so soft & fluffy that it feels like a bed against your baby’s bottom, keeping it extremely comfortable. Moreover, it absorbs the wetness and spreads it out evenly, keeping your little one's bottom dry."
10069,Premium Soft Diaper Pants - Small Size,Baby Care,Diapers & Wipes,Huggies,2017.92,2398.0,Diapers,3.4,"Our softest for your softest. Introducing the Premium Soft Pants with the breakthrough Silky Cocoon design from Huggies. Its Cushion Waistband ensures a gentle, comfortable fit that helps prevent red marks and Silken Outer Cover Provides luxurious, silky softness. Your baby spends a good part of their day in a diaper. Therefore, choosing the right diaper for their tender and delicate skin is extremely important. And this is where, Huggies introduce the next generation product, India’s 1st diaper pants with the unique Bubble-Bed technology. This is so soft & fluffy that it feels like a bed against your baby’s bottom, keeping it extremely comfortable. Moreover, it absorbs the wetness and spreads it out evenly, keeping your little one's bottom dry."
10292,Wipeout Baby Safety Wipes,Baby Care,Diapers & Wipes,MyGlamm,299.0,299.0,Baby Wipes,,"A myglammCARES initiative, our WIPEOUT Baby Wipes are a mean, clean, germ-killing machine. Infused with aloe vera extract, chamomile extract and vitamin E, these baby wipes are ideal for sanitizing, cleansing and moisturizing your baby's skin. Dermatologically tested and pH balanced, these wipes are gentle and safe to use on your little oneâ€™s delicate skin while killing 99% germs."
10304,Premium Care New Baby Xtra Small - 50 Diapers,Baby Care,Diapers & Wipes,Pampers ,591.71,749.0,Diapers,4.1,"New Pampers Premium Pants with cotton-like soft materials is best for the delicate skin of the baby. Pampers Premium Pants contain lotion with Aloe Vera and 3 Air Channels which helps the skin breathe. Experience 5 Star comfort with unique added features like Wetness Indicator which turns Yellow to Blue indication when you may change and Disposal Tape which helps you in the easy disposal of the diaper. Pampers is the No. 1 choice of diapers as rated by Doctors. Pampers Premium Pants are available in New-born (NB), S, M, L, XL and XXL sizes"
10369,Dry Pants Diapers - Large,Baby Care,Diapers & Wipes,Huggies,182.09,199.0,Diapers,4.1,"Your baby spends a good part of their day in a diaper. Therefore, choosing the right diaper for their tender and delicate skin is extremely important. And this is where, we introduce our next-generation product, India’s 1st diaper pants with the unique Bubble-Bed technology. There are 3 areas where a diaper surrounds the baby’s skin, the baby’s bottom, the baby’s waist, and the baby’s thigh. The skin of the baby in all these areas is extremely delicate and sensitive. The next generation Bubble wala Huggies has 3 unique features which provide our best care & comfort in all these 3 areas.This next-generation diaper pant is lined with the super-soft 3-D Bubble-Bed in the inside layer of the diaper. This is so soft & fluffy that it feels like a bed against your baby’s bottom, keeping it extremely comfortable. Moreover, it absorbs the wetness and spreads it out evenly, keeping your little one's bottom dry."
10384,"Reusable Fabric Diaper - Small, Blue",Baby Care,Diapers & Wipes,Paw Paw,269.0,269.0,Diapers,2.0,"India's no.1 reusable diaper, Paw Paw Fabric Diaper is highly absorbant, less susceptible to skin rashes & skin allergies, unlike disposable diapers. The reusable diaper is an eco-friendly diapering option that helps to reduce disposable waste in our landfills. It has a reusable printed outer shell and super-absorbent reusable insert pad. It is very gentle for your little one's skin."
10495,Pants Extra Absorb Diaper - Large Size,Baby Care,Diapers & Wipes,Mamypoko,1339.0,1998.0,Diapers,4.3,"MamyPoko Pants Extra Absorb with a crisscross absorbent sheet which absorbs 7 glasses of urine and spreads it equally, so there's no fear of heaviness. Its stretchable thigh support prevents gaps between diaper and baby's thigh, hence prevents leakage."
10511,Premium Soft Diaper Pants - Medium Size,Baby Care,Diapers & Wipes,Huggies,718.92,798.0,Diapers,5.0,"Our softest for your softest. Introducing the Premium Soft Pants with the breakthrough Silky Cocoon design from Huggies. Its Cushion Waistband ensures a gentle, comfortable fit that helps prevent red marks and Silken Outer Cover Provides luxurious, silky softness. Your baby spends a good part of their day in a diaper. Therefore, choosing the right diaper for their tender and delicate skin is extremely important. And this is where, Huggies introduce the next generation product, India’s 1st diaper pants with the unique Bubble-Bed technology. This is so soft & fluffy that it feels like a bed against your baby’s bottom, keeping it extremely comfortable. Moreover, it absorbs the wetness and spreads it out evenly, keeping your little one's bottom dry."
10515,Premium Baby Medium - 40 Diaper Pants,Baby Care,Diapers & Wipes,Teddyy,499.0,499.0,Diapers,,"Teddyy Diaper Pants - Premium, offers a world-class Pants diaper for your baby's comfort and freedom. Customised for the Indian weather, designed for the Indian body-type and made in India, Teddyy Diaper Pants Premium are extremely soft and breathable. Using SAP (Super Absorbent Powder) which converts a liquid into gel, Teddyys offer a superior performance along with a unique embossed design which increases absorbency and a soft, cottony waistband for added comfort 100% freedom, for you and your baby."
10528,Baby Dry Large (9-14 kg) - 60 Diapers,Baby Care,Diapers & Wipes,Pampers ,828.71,1049.0,Diapers,3.9,"Let your baby's skin breathe easy with the airy, soft comfort offered by the Pampers diapers. These tape styles Pamper diapers are easy to put on your baby and change, which comes as a great help to mothers. These comfort fitting diapers with stretchable sides are best for your baby's rest and playtime Offering complete care and protection, these baby diaper will help keep your baby smiling and comfortable at all times.With Magic gel layer, these baby diaper offers overnight dryness and protects your baby's delicate skin from the rash."
